EMPRESA;IDENTIFICACAO;PRODUTO_REFERENCIA;CODIGO_DE_BARRAS;TAMANHO;COR;QTDE_ESTOQUE_ATUAL;QTDE_ESTOQUE_MINIMO
73829973763116;00 - CD;87.791.01.KIT;916853862396;G;OFF WHITE;40.000;1.000
73829973763116;00 - CD;87.791.01.KIT;530793905219;U;ESTAMPADO;2.000;0.000
73829973763116;00 - CD;38.530.56.XPT;318733105591;P;VERMELHO;25.000;3.000
73829973763116;00 - CD;38.530.56.XPT;279289574790;PP;MARSALA;40.000;0.000
73829973763116;00 - CD;38.530.56.XPT;903591423869;38;MARSALA;8.000;2.000
73829973763116;00 - CD;38.530.56.XPT;515941181873;XG;VERDE;0.000;2.000
73829973763116;00 - CD;38.530.56.XPT;363397428322;GG;AZUL;0.000;1.000
73829973763116;00 - CD;91.772.45.KIT;298721971634;40;BRANCO;40.000;2.000
73829973763116;00 - CD;91.772.45.KIT;449885657229;34;VERMELHO;40.000;3.000
73829973763116;00 - CD;99.657.00.FEM;367835710262;34;AZUL;25.000;1.000
73829973763116;00 - CD;99.657.00.FEM;102569103355;UNICO;NUDE;25.000;3.000
73829973763116;00 - CD;99.657.00.FEM;618099247169;GG;BRANCO;2.000;0.000
73829973763116;00 - CD;81.411.54.XPT;988159818152;GG;CINZA;3.000;0.000
73829973763116;00 - CD;81.411.54.XPT;426981608774;GG;AZUL;40.000;3.000
73829973763116;00 - CD;91.366.59.MEN;589699203772;40;ESTAMPADO;12.000;0.000
73829973763116;00 - CD;91.366.59.MEN;235051321383;42;NUDE;5.000;2.000
73829973763116;00 - CD;91.366.59.MEN;429062432589;40;VERDE;2.000;1.000
73829973763116;00 - CD;91.366.59.MEN;812650299924;46;PRETO;40.000;0.000
73829973763116;00 - CD;91.366.59.MEN;553351418313;46;ESTAMPADO;0.000;0.000
73829973763116;00 - CD;91.366.59.MEN;174403226291;XG;JEANS;8.000;2.000
73829973763116;00 - CD;90.828.16.XPT;312642265531;40;VINHO;5.000;0.000
73829973763116;00 - CD;03.307.24.000;782188093202;44;CINZA;25.000;2.000
73829973763116;00 - CD;03.307.24.000;154448126086;P;PRETO;1.000;0.000
73829973763116;00 - CD;03.307.24.000;727244285072;42;JEANS;40.000;1.000
73829973763116;00 - CD;03.307.24.000;438377964245;GG;PRETO;8.000;1.000
73829973763116;00 - CD;27.085.59.000;872393055209;PP;OFF WHITE;0.000;3.000
73829973763116;00 - CD;33.282.27.FEM;326808789007;34;ESTAMPADO;8.000;1.000
73829973763116;00 - CD;33.282.27.FEM;253394052019;46;CINZA;5.000;1.000
73829973763116;00 - CD;33.282.27.FEM;102375306711;44;VINHO;40.000;2.000
73829973763116;00 - CD;60.652.71.FEM;265540746324;G;VERMELHO;2.000;3.000
73829973763116;00 - CD;60.652.71.FEM;825156832445;46;BEGE;1.000;3.000
73829973763116;00 - CD;60.652.71.FEM;629008936863;36;BEGE;0.000;3.000
73829973763116;00 - CD;60.652.71.FEM;789222133242;36;MARSALA;3.000;1.000
73829973763116;00 - CD;60.652.71.FEM;647699639622;40;BEGE;0.000;2.000
73829973763116;00 - CD;60.652.71.FEM;340615764862;M;JEANS;3.000;2.000
73829973763116;00 - CD;18.653.46.MEN;211439492303;44;AZUL;3.000;0.000
73829973763116;00 - CD;18.653.46.MEN;864166122787;GG;VERDE;0.000;1.000
73829973763116;00 - CD;18.653.46.MEN;912703429499;GG;CINZA;25.000;0.000
73829973763116;00 - CD;85.057.25.MEN;903124209984;38;BEGE;2.000;1.000
73829973763116;00 - CD;85.057.25.MEN;394125654908;38;CINZA;12.000;3.000
73829973763116;00 - CD;85.057.25.MEN;611848703826;P;PRETO;2.000;2.000
73829973763116;00 - CD;85.057.25.MEN;999572159967;46;VINHO;0.000;2.000
73829973763116;00 - CD;85.057.25.MEN;804566989946;M;VERDE;40.000;2.000
73829973763116;00 - CD;85.057.25.MEN;132731743023;GG;MARSALA;1.000;2.000
73829973763116;00 - CD;94.924.59.KIT;890037834736;UNICO;ROSA;0.000;2.000
73829973763116;00 - CD;94.924.59.KIT;917541985416;M;CINZA;1.000;0.000
73829973763116;00 - CD;94.924.59.KIT;653130382853;46;MARSALA;0.000;3.000
73829973763116;00 - CD;94.924.59.KIT;818699603899;M;VERMELHO;12.000;1.000
73829973763116;00 - CD;29.101.33.KIT;989689215772;42;ESTAMPADO;12.000;3.000
73829973763116;00 - CD;29.101.33.KIT;830650876096;G;ROSA;8.000;1.000
73829973763116;00 - CD;29.101.33.KIT;451550169741;36;VINHO;5.000;1.000
73829973763116;00 - CD;29.101.33.KIT;991452866282;38;VERMELHO;2.000;1.000
73829973763116;00 - CD;29.101.33.KIT;252287839485;P;ROSA;0.000;1.000
73829973763116;00 - CD;29.101.33.KIT;346325520204;44;OFF WHITE;12.000;0.000
73829973763116;00 - CD;68.209.92.000;167233068573;46;ROSA;25.000;3.000
73829973763116;00 - CD;68.209.92.000;990646306312;GG;VERDE;1.000;3.000
73829973763116;00 - CD;28.147.35.000;168939763479;36;VERMELHO;5.000;1.000
73829973763116;00 - CD;28.147.35.000;572059268307;GG;OFF WHITE;5.000;0.000
73829973763116;00 - CD;28.147.35.000;656523262410;34;JEANS;5.000;0.000
73829973763116;00 - CD;28.147.35.000;330851551890;P;NUDE;3.000;2.000
73829973763116;00 - CD;07.518.85.ABC;375027885802;40;MARSALA;3.000;1.000
73829973763116;00 - CD;07.518.85.ABC;263452593524;44;VINHO;0.000;3.000
73829973763116;00 - CD;07.518.85.ABC;898716511084;P;OFF WHITE;0.000;1.000
73829973763116;00 - CD;16.763.08.XPT;219866717147;XG;CINZA;2.000;2.000
73829973763116;00 - CD;16.763.08.XPT;342580297712;PP;BEGE;0.000;3.000
73829973763116;00 - CD;96.327.66.KIT;697009643233;36;VINHO;0.000;1.000
73829973763116;00 - CD;96.327.66.KIT;798513608520;40;BEGE;40.000;2.000
73829973763116;00 - CD;96.327.66.KIT;103564163273;GG;VERDE;5.000;3.000
73829973763116;00 - CD;54.677.97.000;243435349987;40;PRETO;25.000;3.000
73829973763116;00 - CD;54.677.97.000;116259654789;40;ESTAMPADO;3.000;0.000
73829973763116;00 - CD;54.677.97.000;549804652269;G;MARSALA;3.000;2.000
73829973763116;00 - CD;54.677.97.000;791761309028;36;JEANS;0.000;1.000
73829973763116;00 - CD;54.589.31.FEM;700573062019;G;CINZA;12.000;2.000
73829973763116;00 - CD;54.589.31.FEM;289555477585;38;VINHO;40.000;3.000
73829973763116;00 - CD;54.589.31.FEM;870688036752;34;OFF WHITE;25.000;2.000
73829973763116;00 - CD;54.589.31.FEM;843544388778;UNICO;ROSA;40.000;1.000
73829973763116;00 - CD;54.589.31.FEM;159072937637;42;OFF WHITE;1.000;1.000
73829973763116;00 - CD;99.225.61.KIT;327971747547;U;BRANCO;40.000;3.000
73829973763116;00 - CD;99.225.61.KIT;989713307360;36;CARAMELO;0.000;0.000
73829973763116;00 - CD;99.225.61.KIT;294606497586;40;BRANCO;25.000;0.000
73829973763116;00 - CD;99.225.61.KIT;388232688916;G;NUDE;3.000;3.000
73829973763116;00 - CD;07.944.99.FEM;685383620716;44;JEANS;2.000;1.000
73829973763116;00 - CD;07.944.99.FEM;771877921027;P;VERDE;2.000;1.000
73829973763116;00 - CD;07.944.99.FEM;418122423164;GG;OFF WHITE;0.000;3.000
73829973763116;00 - CD;07.944.99.FEM;394277456737;36;BRANCO;25.000;0.000
73829973763116;00 - CD;07.944.99.FEM;414764810873;34;PRETO;3.000;2.000
73829973763116;00 - CD;21.610.59.MEN;850908571769;44;VERMELHO;40.000;3.000
73829973763116;00 - CD;21.610.59.MEN;655931343325;M;PRETO;1.000;1.000
73829973763116;00 - CD;21.610.59.MEN;177789157432;PP;CARAMELO;1.000;3.000
73829973763116;00 - CD;77.847.82.XPT;420459362047;38;ROSA;3.000;1.000
73829973763116;00 - CD;77.847.82.XPT;143301372131;42;CINZA;8.000;3.000
73829973763116;00 - CD;43.478.85.ABC;994435027313;XG;ROSA;25.000;0.000
73829973763116;00 - CD;43.478.85.ABC;402216437222;38;NUDE;0.000;1.000
73829973763116;00 - CD;43.478.85.ABC;391679038573;XG;OFF WHITE;2.000;1.000
73829973763116;00 - CD;43.478.85.ABC;454818516913;M;VINHO;0.000;3.000
73829973763116;00 - CD;17.569.63.MEN;845053885752;M;VINHO;3.000;1.000
73829973763116;00 - CD;17.569.63.MEN;684530488721;UNICO;CINZA;5.000;1.000
73829973763116;00 - CD;65.803.36.000;322986080578;XG;ROSA;3.000;2.000
73829973763116;00 - CD;65.803.36.000;524966755431;PP;ROSA;0.000;1.000
73829973763116;00 - CD;65.803.36.000;722814341419;GG;VINHO;0.000;3.000
73829973763116;00 - CD;65.803.36.000;514499187977;34;PRETO;40.000;3.000
73829973763116;00 - CD;04.214.70.XPT;612836752578;34;VERDE;1.000;0.000
73829973763116;00 - CD;04.214.70.XPT;976327398095;38;ESTAMPADO;40.000;0.000
73829973763116;00 - CD;63.051.80.000;680038550181;38;MARSALA;3.000;2.000
73829973763116;00 - CD;33.836.04.ABC;435039378588;GG;ESTAMPADO;0.000;3.000
73829973763116;00 - CD;33.836.04.ABC;129582094570;44;VERDE;8.000;3.000
73829973763116;00 - CD;33.836.04.ABC;519814718149;44;NUDE;25.000;3.000
73829973763116;00 - CD;33.836.04.ABC;919121161707;46;VERMELHO;2.000;3.000
73829973763116;00 - CD;33.836.04.ABC;931901298358;U;OFF WHITE;0.000;2.000
73829973763116;00 - CD;91.726.00.000;668012479321;UNICO;MARSALA;40.000;1.000
73829973763116;00 - CD;89.072.53.XPT;321398173014;42;CINZA;1.000;2.000
73829973763116;00 - CD;89.072.53.XPT;979492084165;38;ROSA;12.000;1.000
73829973763116;00 - CD;58.502.54.FEM;306048577422;36;ROSA;1.000;3.000
73829973763116;00 - CD;58.502.54.FEM;848778535880;34;NUDE;8.000;3.000
73829973763116;00 - CD;58.502.54.FEM;619587287083;46;NUDE;12.000;1.000
73829973763116;00 - CD;58.502.54.FEM;129510183592;G;CINZA;1.000;2.000
73829973763116;00 - CD;58.502.54.FEM;461415173517;G;CARAMELO;25.000;0.000
73829973763116;00 - CD;05.419.78.FEM;431951368389;PP;BEGE;0.000;0.000
73829973763116;00 - CD;05.419.78.FEM;392141650693;P;BEGE;0.000;2.000
73829973763116;00 - CD;05.419.78.FEM;144972647335;46;BRANCO;40.000;0.000
73829973763116;00 - CD;05.419.78.FEM;872411511173;38;MARSALA;25.000;1.000
73829973763116;00 - CD;05.419.78.FEM;791144368784;40;NUDE;5.000;0.000
73829973763116;00 - CD;22.446.33.MEN;773362096051;U;JEANS;12.000;1.000
73829973763116;00 - CD;22.446.33.MEN;765013613568;M;PRETO;12.000;0.000
73829973763116;00 - CD;22.446.33.MEN;152544227003;G;VERMELHO;1.000;1.000
73829973763116;00 - CD;22.446.33.MEN;700158163151;38;BEGE;0.000;3.000
73829973763116;00 - CD;02.932.64.ABC;630455064570;44;BRANCO;3.000;0.000
73829973763116;00 - CD;02.932.64.ABC;328236441152;38;VINHO;0.000;2.000
73829973763116;00 - CD;02.932.64.ABC;583874031910;36;BEGE;25.000;3.000
73829973763116;00 - CD;58.751.17.KIT;957568476054;34;JEANS;40.000;1.000
73829973763116;00 - CD;58.751.17.KIT;974360848611;PP;VINHO;5.000;2.000
73829973763116;00 - CD;58.751.17.KIT;244079541730;PP;NUDE;25.000;1.000
73829973763116;00 - CD;58.751.17.KIT;486890388571;34;JEANS;0.000;3.000
73829973763116;00 - CD;77.771.21.FEM;685481471987;M;CINZA;2.000;0.000
73829973763116;00 - CD;77.771.21.FEM;707677810537;P;NUDE;3.000;1.000
73829973763116;00 - CD;77.771.21.FEM;131125988503;42;VERMELHO;8.000;3.000
73829973763116;00 - CD;94.221.95.000;723634242137;46;BRANCO;5.000;1.000
73829973763116;00 - CD;94.221.95.000;183108259338;46;VINHO;25.000;0.000
73829973763116;00 - CD;94.221.95.000;820015381574;36;ROSA;1.000;2.000
73829973763116;00 - CD;94.221.95.000;680428054754;GG;PRETO;2.000;3.000
73829973763116;00 - CD;94.221.95.000;432514529994;UNICO;MARSALA;0.000;3.000
73829973763116;00 - CD;50.477.22.XPT;125632568060;40;NUDE;8.000;3.000
73829973763116;00 - CD;50.477.22.XPT;409912192645;M;MARSALA;1.000;2.000
73829973763116;00 - CD;50.477.22.XPT;362188526291;P;ROSA;25.000;3.000
73829973763116;00 - CD;50.477.22.XPT;605621936074;46;PRETO;40.000;3.000
73829973763116;00 - CD;50.477.22.XPT;220351660707;U;ROSA;8.000;0.000
73829973763116;00 - CD;67.675.11.FEM;440678442868;38;BRANCO;25.000;3.000
73829973763116;00 - CD;67.675.11.FEM;822354995377;42;JEANS;8.000;3.000
73829973763116;00 - CD;67.675.11.FEM;797926087983;G;OFF WHITE;0.000;2.000
73829973763116;00 - CD;67.675.11.FEM;534225269434;34;CINZA;1.000;1.000
73829973763116;00 - CD;67.675.11.FEM;590841805483;PP;BRANCO;2.000;0.000
73829973763116;00 - CD;40.657.54.XPT;824765806821;44;VERDE;25.000;1.000
73829973763116;00 - CD;40.657.54.XPT;418470358595;42;ESTAMPADO;1.000;0.000
73829973763116;00 - CD;73.551.61.KIT;857717810668;34;OFF WHITE;1.000;1.000
73829973763116;00 - CD;73.551.61.KIT;170779191942;XG;OFF WHITE;8.000;3.000
73829973763116;00 - CD;73.551.61.KIT;340681169622;40;VERDE;8.000;3.000
73829973763116;00 - CD;73.551.61.KIT;799041444655;42;VERDE;8.000;0.000
73829973763116;00 - CD;73.551.61.KIT;202766192462;G;CINZA;40.000;3.000
73829973763116;00 - CD;77.127.53.FEM;255402237053;G;CARAMELO;5.000;2.000
73829973763116;00 - CD;77.127.53.FEM;312191039371;42;CINZA;1.000;3.000
73829973763116;00 - CD;77.127.53.FEM;321496717205;GG;ESTAMPADO;40.000;2.000
73829973763116;00 - CD;77.127.53.FEM;929028447901;38;OFF WHITE;0.000;1.000
73829973763116;00 - CD;77.127.53.FEM;113578541481;XG;PRETO;5.000;2.000
73829973763116;00 - CD;15.866.51.MEN;577548509227;38;BEGE;0.000;2.000
73829973763116;00 - CD;15.866.51.MEN;457351920626;38;BRANCO;3.000;2.000
73829973763116;00 - CD;09.452.13.KIT;758185006281;34;VERDE;40.000;2.000
73829973763116;00 - CD;09.452.13.KIT;256785491146;42;PRETO;0.000;1.000
73829973763116;00 - CD;09.452.13.KIT;554755625969;38;JEANS;2.000;0.000
73829973763116;00 - CD;45.997.16.000;106666475060;42;JEANS;5.000;3.000
73829973763116;00 - CD;45.997.16.000;805090853994;UNICO;CINZA;2.000;0.000
73829973763116;00 - CD;71.108.40.XPT;915624465468;46;VERMELHO;2.000;2.000
73829973763116;00 - CD;85.727.42.ABC;226028347212;UNICO;PRETO;1.000;1.000
73829973763116;00 - CD;85.727.42.ABC;542453173711;34;BRANCO;5.000;0.000
73829973763116;00 - CD;85.727.42.ABC;196698787643;G;NUDE;0.000;0.000
73829973763116;00 - CD;78.740.87.FEM;674644406386;34;MARSALA;40.000;1.000
73829973763116;00 - CD;78.740.87.FEM;284346356534;UNICO;BEGE;1.000;1.000
73829973763116;00 - CD;15.830.30.MEN;794720152636;GG;AZUL;2.000;1.000
73829973763116;00 - CD;15.830.30.MEN;310831034479;36;JEANS;1.000;0.000
73829973763116;00 - CD;15.830.30.MEN;530530258090;XG;OFF WHITE;1.000;2.000
73829973763116;00 - CD;96.496.96.MEN;800301785728;M;BEGE;0.000;0.000
73829973763116;00 - CD;96.496.96.MEN;180459891729;36;CINZA;3.000;0.000
73829973763116;00 - CD;96.496.96.MEN;379138159012;P;ROSA;12.000;2.000
73829973763116;00 - CD;96.496.96.MEN;654503911017;44;NUDE;1.000;3.000
73829973763116;00 - CD;96.496.96.MEN;450584547857;M;OFF WHITE;12.000;1.000
73829973763116;00 - CD;41.996.48.ABC;699261202910;46;CINZA;5.000;2.000
73829973763116;00 - CD;41.996.48.ABC;477406443621;M;NUDE;2.000;0.000
73829973763116;00 - CD;41.996.48.ABC;820243565480;34;CARAMELO;0.000;2.000
73829973763116;00 - CD;26.092.64.MEN;821616497093;36;VERMELHO;25.000;0.000
73829973763116;00 - CD;26.092.64.MEN;156081797533;42;ROSA;1.000;0.000
73829973763116;00 - CD;26.092.64.MEN;331981607558;40;OFF WHITE;0.000;0.000
73829973763116;00 - CD;26.092.64.MEN;175275474861;36;AZUL;0.000;0.000
73829973763116;00 - CD;26.092.64.MEN;842436372573;40;ESTAMPADO;3.000;2.000
73829973763116;00 - CD;48.675.66.000;434938537822;40;JEANS;1.000;2.000
73829973763116;00 - CD;40.994.63.KIT;263164475793;XG;ROSA;5.000;2.000
73829973763116;00 - CD;40.994.63.KIT;858745376098;GG;PRETO;1.000;2.000
73829973763116;00 - CD;16.816.57.FEM;662603751920;38;MARSALA;3.000;2.000
73829973763116;00 - CD;16.816.57.FEM;297380569525;38;PRETO;0.000;1.000
73829973763116;00 - CD;16.816.57.FEM;762410397539;M;ESTAMPADO;1.000;0.000
73829973763116;00 - CD;16.816.57.FEM;814148936940;P;BRANCO;25.000;1.000
73829973763116;00 - CD;17.340.22.000;972329657457;UNICO;VINHO;8.000;0.000
73829973763116;00 - CD;17.340.22.000;133062284478;44;PRETO;3.000;3.000
73829973763116;00 - CD;17.340.22.000;395773099406;G;ROSA;40.000;3.000
73829973763116;00 - CD;17.340.22.000;441704875399;P;NUDE;0.000;2.000
73829973763116;00 - CD;17.340.22.000;871343845247;PP;CINZA;0.000;2.000
73829973763116;00 - CD;66.143.14.000;529110448642;46;NUDE;25.000;1.000
73829973763116;00 - CD;66.143.14.000;644460055171;44;CINZA;8.000;2.000
73829973763116;00 - CD;66.143.14.000;357320582813;38;CARAMELO;3.000;2.000
73829973763116;00 - CD;32.942.64.XPT;520094714183;40;NUDE;2.000;0.000
73829973763116;00 - CD;32.942.64.XPT;456705643941;GG;NUDE;2.000;3.000
73829973763116;00 - CD;88.940.55.FEM;614394827025;40;ESTAMPADO;2.000;3.000
73829973763116;00 - CD;88.940.55.FEM;941756176863;XG;BEGE;0.000;3.000
73829973763116;00 - CD;88.940.55.FEM;266329634247;44;BRANCO;12.000;1.000
73829973763116;00 - CD;88.940.55.FEM;749846839291;GG;MARSALA;2.000;3.000
73829973763116;00 - CD;88.940.55.FEM;587312578488;UNICO;ROSA;40.000;2.000
73829973763116;00 - CD;10.833.64.ABC;366080962830;P;CARAMELO;5.000;3.000
73829973763116;00 - CD;10.833.64.ABC;671883695764;P;AZUL;5.000;0.000
73829973763116;00 - CD;10.833.64.ABC;862352946597;UNICO;CINZA;2.000;2.000
73829973763116;00 - CD;10.833.64.ABC;714606689516;M;VERDE;0.000;3.000
73829973763116;00 - CD;83.763.68.XPT;839866520823;U;OFF WHITE;2.000;0.000
73829973763116;00 - CD;28.633.17.ABC;734827379780;GG;VINHO;40.000;3.000
73829973763116;00 - CD;16.977.10.MEN;339584197894;P;ESTAMPADO;8.000;3.000
73829973763116;00 - CD;16.977.10.MEN;296724678730;P;ROSA;8.000;2.000
73829973763116;00 - CD;16.977.10.MEN;816822166937;46;AZUL;5.000;2.000
73829973763116;00 - CD;16.977.10.MEN;160679803418;36;OFF WHITE;1.000;0.000
73829973763116;00 - CD;16.977.10.MEN;384534219194;36;VERMELHO;5.000;2.000
73829973763116;00 - CD;84.271.11.000;621476969870;G;MARSALA;12.000;1.000
73829973763116;00 - CD;84.271.11.000;909275765197;UNICO;VERDE;8.000;1.000
73829973763116;00 - CD;84.271.11.000;487760947228;46;OFF WHITE;1.000;1.000
73829973763116;00 - CD;84.271.11.000;639660812394;U;JEANS;0.000;0.000
73829973763116;00 - CD;84.271.11.000;790279141720;UNICO;MARSALA;5.000;2.000
73829973763116;00 - CD;40.997.75.FEM;313650814156;P;NUDE;25.000;3.000
73829973763116;00 - CD;40.997.75.FEM;764269745914;36;JEANS;1.000;3.000
73829973763116;00 - CD;40.997.75.FEM;354273010220;PP;MARSALA;12.000;2.000
73829973763116;00 - CD;40.997.75.FEM;695376995146;G;VERDE;40.000;1.000
73829973763116;00 - CD;40.997.75.FEM;542981045324;GG;CARAMELO;25.000;0.000
73829973763116;00 - CD;71.438.65.000;325888472898;44;CINZA;25.000;3.000
73829973763116;00 - CD;54.816.93.KIT;913018245145;M;MARSALA;8.000;3.000
73829973763116;00 - CD;54.816.93.KIT;862983405526;GG;VINHO;5.000;1.000
73829973763116;00 - CD;54.816.93.KIT;241928427566;46;NUDE;2.000;1.000
73829973763116;00 - CD;54.816.93.KIT;571498976975;38;NUDE;0.000;3.000
73829973763116;00 - CD;54.816.93.KIT;521528679830;G;ROSA;2.000;3.000
73829973763116;00 - CD;20.951.66.KIT;691393156642;38;CARAMELO;1.000;1.000
73829973763116;00 - CD;20.951.66.KIT;447018703977;G;PRETO;3.000;3.000
73829973763116;00 - CD;20.951.66.KIT;268598411010;M;OFF WHITE;3.000;1.000
73829973763116;00 - CD;08.674.68.FEM;608732578728;46;VINHO;25.000;2.000
73829973763116;00 - CD;08.674.68.FEM;214289041334;GG;BRANCO;1.000;1.000
73829973763116;00 - CD;08.674.68.FEM;886811551236;U;JEANS;40.000;2.000
73829973763116;00 - CD;92.964.07.MEN;477186128581;GG;PRETO;0.000;0.000
73829973763116;00 - CD;92.964.07.MEN;354627109469;PP;VERDE;0.000;0.000
73829973763116;00 - CD;92.964.07.MEN;942272835586;44;VERDE;12.000;1.000
73829973763116;00 - CD;88.808.42.ABC;220300852359;44;ESTAMPADO;1.000;1.000
73829973763116;00 - CD;88.808.42.ABC;651758916601;40;OFF WHITE;5.000;2.000
73829973763116;00 - CD;46.749.16.ABC;256167470391;U;CARAMELO;25.000;3.000
73829973763116;00 - CD;46.749.16.ABC;305366593102;UNICO;ESTAMPADO;1.000;0.000
73829973763116;00 - CD;46.749.16.ABC;369677629052;34;VERMELHO;5.000;0.000
73829973763116;00 - CD;46.749.16.ABC;430862096522;M;JEANS;40.000;1.000
73829973763116;00 - CD;46.749.16.ABC;818959022594;38;BEGE;12.000;0.000
73829973763116;00 - CD;46.749.16.ABC;885382353921;42;BRANCO;1.000;0.000
73829973763116;00 - CD;83.308.31.FEM;775887079433;U;BRANCO;8.000;2.000
73829973763116;00 - CD;83.308.31.FEM;682098870833;44;BEGE;1.000;1.000
73829973763116;00 - CD;84.166.43.KIT;798462438589;46;VERDE;2.000;3.000
73829973763116;00 - CD;84.166.43.KIT;581252068843;34;NUDE;25.000;1.000
73829973763116;00 - CD;84.166.43.KIT;688379181581;M;CINZA;0.000;3.000
73829973763116;00 - CD;84.166.43.KIT;758017632137;36;NUDE;3.000;3.000
73829973763116;00 - CD;84.166.43.KIT;783417726895;36;BRANCO;5.000;1.000
73829973763116;00 - CD;54.952.67.XPT;487234284025;40;NUDE;2.000;0.000
73829973763116;00 - CD;54.952.67.XPT;361306702078;GG;CARAMELO;12.000;0.000
73829973763116;00 - CD;25.746.68.MEN;641809648907;U;CINZA;0.000;3.000
73829973763116;00 - CD;25.746.68.MEN;228294073532;34;JEANS;2.000;1.000
73829973763116;00 - CD;25.746.68.MEN;145712231086;PP;BEGE;3.000;0.000
73829973763116;00 - CD;25.746.68.MEN;697307824667;34;BRANCO;3.000;3.000
73829973763116;00 - CD;96.574.88.FEM;772441691776;38;PRETO;12.000;1.000
73829973763116;00 - CD;96.574.88.FEM;565684918728;42;JEANS;2.000;1.000
73829973763116;00 - CD;96.574.88.FEM;631589784101;34;VERDE;0.000;0.000
73829973763116;00 - CD;75.468.24.FEM;157450774189;PP;VERMELHO;8.000;0.000
73829973763116;00 - CD;75.468.24.FEM;900884010607;40;VERDE;1.000;3.000
73829973763116;00 - CD;79.846.69.XPT;234272388789;M;BEGE;2.000;1.000
73829973763116;00 - CD;79.846.69.XPT;157871823268;36;CARAMELO;5.000;3.000
73829973763116;00 - CD;10.664.19.XPT;602454362526;GG;MARSALA;12.000;0.000
73829973763116;00 - CD;10.664.19.XPT;853682592742;UNICO;AZUL;5.000;2.000
73829973763116;00 - CD;87.664.14.FEM;782754462268;GG;CARAMELO;40.000;0.000
73829973763116;00 - CD;87.664.14.FEM;552678716234;36;CARAMELO;2.000;1.000
73829973763116;00 - CD;87.664.14.FEM;148143336589;G;PRETO;40.000;2.000
73829973763116;00 - CD;87.664.14.FEM;784835049377;UNICO;JEANS;8.000;1.000
73829973763116;00 - CD;87.664.14.FEM;228733233422;P;CINZA;5.000;2.000
73829973763116;00 - CD;87.664.14.FEM;926256168008;40;VINHO;3.000;0.000
73829973763116;00 - CD;23.062.17.XPT;660779458220;44;ROSA;25.000;0.000
73829973763116;00 - CD;23.062.17.XPT;746693246351;40;BEGE;40.000;2.000
73829973763116;00 - CD;23.062.17.XPT;541452861758;42;PRETO;0.000;2.000
73829973763116;00 - CD;23.062.17.XPT;704052873931;XG;AZUL;2.000;0.000
73829973763116;00 - CD;23.062.17.XPT;971158921533;UNICO;CINZA;2.000;0.000
73829973763116;00 - CD;23.062.17.XPT;601361336603;34;CINZA;40.000;1.000
73829973763116;00 - CD;99.291.11.XPT;801804833612;36;CINZA;40.000;3.000
73829973763116;00 - CD;99.291.11.XPT;935531861594;34;ESTAMPADO;5.000;2.000
73829973763116;00 - CD;99.291.11.XPT;142482131718;U;BRANCO;0.000;3.000
73829973763116;00 - CD;99.291.11.XPT;540675231408;PP;ROSA;8.000;3.000
73829973763116;00 - CD;22.291.00.ABC;935760237586;U;ESTAMPADO;0.000;3.000
73829973763116;00 - CD;22.291.00.ABC;685188480163;34;VINHO;12.000;2.000
73829973763116;00 - CD;49.682.50.ABC;564681522626;GG;BEGE;3.000;0.000
73829973763116;00 - CD;49.682.50.ABC;507651945454;36;VERMELHO;25.000;0.000
73829973763116;00 - CD;49.682.50.ABC;985816561174;UNICO;OFF WHITE;0.000;0.000
73829973763116;00 - CD;49.682.50.ABC;138439498484;G;BEGE;2.000;1.000
73829973763116;00 - CD;27.962.84.MEN;831409722509;U;CARAMELO;2.000;1.000
73829973763116;00 - CD;27.962.84.MEN;802025120209;XG;CARAMELO;0.000;0.000
73829973763116;00 - CD;27.962.84.MEN;302717384049;36;VERMELHO;8.000;1.000
73829973763116;00 - CD;27.962.84.MEN;103031001285;GG;ESTAMPADO;8.000;1.000
73829973763116;00 - CD;27.962.84.MEN;416083283795;U;NUDE;5.000;1.000
73829973763116;00 - CD;27.962.84.MEN;538413691299;PP;BRANCO;3.000;2.000
73829973763116;00 - CD;34.706.43.XPT;250999164966;PP;CINZA;12.000;0.000
73829973763116;00 - CD;34.706.43.XPT;925787177994;UNICO;BEGE;2.000;3.000
73829973763116;00 - CD;34.706.43.XPT;824883149275;46;CARAMELO;0.000;2.000
73829973763116;00 - CD;34.706.43.XPT;822612560045;44;NUDE;12.000;3.000
73829973763116;00 - CD;34.706.43.XPT;263173319552;46;BEGE;8.000;2.000
73829973763116;00 - CD;57.279.84.ABC;448195812342;42;CINZA;40.000;1.000
73829973763116;00 - CD;57.279.84.ABC;467949883087;42;CINZA;1.000;3.000
73829973763116;00 - CD;57.279.84.ABC;946199301788;UNICO;PRETO;2.000;0.000
73829973763116;00 - CD;57.279.84.ABC;657888841743;GG;VERDE;3.000;2.000
73829973763116;00 - CD;57.279.84.ABC;893202423265;U;VERMELHO;1.000;1.000
73829973763116;00 - CD;57.279.84.ABC;994668561102;GG;CARAMELO;2.000;2.000
73829973763116;00 - CD;42.290.87.ABC;457927035526;38;NUDE;8.000;0.000
73829973763116;00 - CD;68.448.07.FEM;677702020866;42;JEANS;3.000;2.000
73829973763116;00 - CD;68.448.07.FEM;839161012274;34;CARAMELO;1.000;1.000
73829973763116;00 - CD;68.448.07.FEM;377328736036;36;VERMELHO;0.000;2.000
